06-Paris-LA-66 protocol,C046983,Unnamed: 2,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,Unnamed: 6,Unnamed: 7,Unnamed: 8,4519131
Progesterone,D011374,,Neurobehavioral Manifestations,MESH:D019954,,AGT,2.38,,26954031
naphthalene,C031721,91-20-3,Osteoarthritis,MESH:D010003,,EEF2,32.6,,18784066
fosbretabulin,C058728,,"Heart Defects, Congenital",MESH:D006330,,HIF1A,6.08,,26073000
bifendate,C465548,,Albuminuria,MESH:D000419,,PTGS2,12.53,,17890881
sodium arsenite,C017947,13768-07-5,Esophageal Squamous Cell Carcinoma,MESH:D000077277,,CDKN1A,89.7,,15375580
Chlorpromazine,D002746,50-53-3,Hyperglycemia,MESH:D006943,,NFE2L2,2.08,,20086057
nitroaspirin,C102148,,Adrenal Gland Neoplasms,MESH:D000310,,CTNNB1,9.43,,24747643
perfluorooctane sulfonic acid,C076994,1763-23-1,Essential Hypertension,MESH:D000075222,,IL1B,12.34,,34453990
aminomethylphosphonic acid (AMPA),C000710227,,Paralysis,MESH:D010243,,SOD1,4.71,,29434186
Indomethacin,D007213,53-86-1,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,,TP53,4.49,,16439677
Colforsin,D005576,138605-00-2,Chemical and Drug Induced Liver Injury,MESH:D056486,,NR1I2,33.8,,19797606|28058446
sodium bichromate,C016104,10588-01-9,Anthracosis,MESH:D055008,,TNF,7.17,,20005085
Toluene,D014050,108-88-3,Atherosclerosis,MESH:D050197,,ABCG5,16.78,,11138003
Zoledronic Acid,D000077211,,Pancreatitis,MESH:D010195,,PARP1,3.37,,16127429
8-Bromo Cyclic Adenosine Monophosphate,D015124,23583-48-4,Skin Ulcer,MESH:D012883,,LAMA3,4.78,,12915477
L-161982,C508711,,"Diabetes Mellitus, Experimental",MESH:D003921,,CASP3,8.3,,20654064
tributyltin,C011559,688-73-3,Acute Lung Injury,MESH:D055371,,USP18,17.07,,33930521
Nitrates,D009566,,Ventricular Remodeling,MESH:D020257,,TGFB1,4.22,,16635409
Nifedipine,D009543,21829-25-4,"Glaucoma 3, primary infantile, B",MESH:C536824,,CYP1B1,4.23,600975,
Noscapine,D009665,128-62-1,"Neoplasm Recurrence, Local",MESH:D009364,,VEGFA,4.07,,20158913
entinostat,C118739,,Autistic Disorder,MESH:D001321,,SNRPN,70.53,209850,
vinclozolin,C025643,50471-44-8,"Chondrosarcoma, Extraskeletal Myxoid",MESH:C563195,,NR4A3,3.9,612237,
Phenobarbital,D010634,50-06-6,Roberts Syndrome,MESH:C535687,,ESCO2,4.16,268300,16380922|18186147|20101700
N-(2'-(dimethylamino)ethyl)acridine-4-carboxamide,C058332,89459-25-6,Proteinuria,MESH:D011507,,ALB,4.3,,1011057|10916085|12217854|14514721|16326737|18176075|7288527|7297036|839733
Halothane,D006221,151-67-7,"Cell Transformation, Neoplastic",MESH:D002471,,STAT3,7.87,,25970160|26101800|34953898
"N(2)-(2-aminocyclohexyl)-N(6)-(3-chlorophenyl)-9-ethyl-9H-purine-2,6-diamine",C469937,,"Carcinoma, Merkel Cell",MESH:D015266,,MYC,5.81,,25277525
ICG 001,C492448,,Chemical and Drug Induced Liver Injury,MESH:D056486,,DLAT,3.52,,25231249
Estradiol,D004958,50-28-2,"Malaria, Falciparum",MESH:D016778,,BSG,2.27,,22080952|26195724
Triolein,D014304,122-32-7,Paralysis,MESH:D010243,,APP,7.17,,16122394|18762355|21706413|22952840|28915354|33290254|34902447|38552766
torbafylline,C061298,105102-21-4,Insulin Resistance,MESH:D007333,,TNF,3.56,,16493877|20943792
latrunculin A,C037067,76343-93-6,Arsenic Poisoning,MESH:D020261,,IL1B,3.68,,16835338
Chlordecone,D007631,143-50-0,"Prostate cancer, familial",MESH:C537243,,DENND4B,19.49,,29892016
Carbon Tetrachloride,D002251,56-23-5,"Dermatitis, Contact",MESH:D003877,,GSS,37.77,,25724174
Celecoxib,D000068579,,"Carcinoma, Ovarian Epithelial",MESH:D000077216,,FOS,10.93,,28811376
dibutyl maleate,C048074,105-76-0,Vitamin A Deficiency,MESH:D014802,,PARP1,5.99,,18676402
steviol,C012042,471-80-7,Respiratory Distress Syndrome,MESH:D012128,,EDN1,17.05,,16625121
Methionine,D008715,63-68-3,Nervous System Malformations,MESH:D009421,,FGD1,3.35,,11093277
Digoxin,D004077,20830-75-5,Hypotension,MESH:D007022,,TNF,7.34,,10379864|15384034
Buspirone,D002065,36505-84-7,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,,NFE2L2,4.09,,20605904
2-Acetylaminofluorene,D015073,53-96-3,Colorectal Neoplasms,MESH:D015179,,ABCC2,86.03,,22294766
"benzo(a)pyrene 7,8-dihydrodiol",C017228,13345-25-0,Hypertension,MESH:D006973,,TNF,7.36,,18605955|27292124|27659729|27847271|32147540
"2,4-dichlorophenoxyacetic acid isooctyl ester",C046635,25168-26-7,Asphyxia Neonatorum,MESH:D001238,,CAT,12.87,,17963755
N-nitroso-tris-chloroethylurea,C572573,,Non-alcoholic Fatty Liver Disease,MESH:D065626,,CYP2E1,6.35,,26428356
acetylleucyl-leucyl-norleucinal,C063261,110044-82-1,Hepatolenticular Degeneration,MESH:D006527,,CXCL8,8.51,,25002079
sodium arsenite,C017947,13768-07-5,"Carcinoma, Hepatocellular",MESH:D006528,,MET,250.07,114550,32045588
Hexanes,D006586,,"Neuralgia, Postherpetic",MESH:D051474,,CXCL8,5.06,,11280320
senecionine,C009237,130-01-8,Atherosclerosis,MESH:D050197,,HP,9.45,,16597321
Azathioprine,D001379,446-86-6,Thrombocytopenia,MESH:D013921,,XDH,2.24,,2510358
Valproic Acid,D014635,99-66-1,Cardiomegaly,MESH:D006332,,AGT,3.19,,11403367|15226216|15851630|15870116|17124262|18400235|19794523|20190099|20409916|20429690|20616315|20811386|22291909|22335191|24342267|25139994|25488910|27099261|29353218|30634441|30703374|31016362|35510648
kresoxim-methyl,C469328,,Adenoma,MESH:D000236,,TP53,3.63,,21946351
fisetin,C017875,528-48-3,Phyllodes Tumor of the Prostate,MESH:C549759,,KLK3,5.82,,22360509
Ivermectin,D007559,70288-86-7,"Dermatitis, Atopic",MESH:D003876,,IL6,2.17,,18249437
Chlorpyrifos,D004390,2921-88-2,"Mesothelioma, Malignant",MESH:D000086002,,PYCARD,72.04,,26935421
Cadmium Chloride,D019256,10108-64-2,Idiopathic Pulmonary Fibrosis,MESH:D054990,,PLAU,19.83,,18491991
acetovanillone,C056165,498-02-2,"Liver Cirrhosis, Experimental",MESH:D008106,,CASP1,114.84,,25380136
ON123300,C000594117,,Keratoconus,MESH:D007640,,FOXO1,5.79,,23291589
butyraldehyde,C018475,123-72-8,Nerve Degeneration,MESH:D009410,,F2,2.91,,19969022
sulforaphane,C016766,,Hepatomegaly,MESH:D006529,,ADAMTS5,3.81,,28108177
Lithium Carbonate,D016651,554-13-2,Myocardial Infarction,MESH:D009203,,NOS3,5.97,,10510054|16337503
conotoxin AuIB,C115558,,"Carcinoma, Hepatocellular",MESH:D006528,,TH,4.27,,21472284
Propylthiouracil,D011441,51-52-5,"Arthritis, Rheumatoid",MESH:D001172,,RBPJ,64.74,,20453842|23143596
Enzyme Inhibitors,D004791,,Reperfusion Injury,MESH:D015427,,AKT1S1,14.73,,16397181
montelukast,C093875,,"Arthritis, Rheumatoid",MESH:D001172,,COL2A1,38.81,,27028940|29935983
2-butenal,C012796,4170-30-3,Necrosis,MESH:D009336,,CAT,8.55,,17309078|9548797
Bexarotene,D000077610,,Hyperinsulinism,MESH:D006946,,CD68,5.54,,29035695
Oxygen,D010100,7782-44-7,Pneumonia,MESH:D011014,,TLR4,22.49,,26882889
harpagoside,C033249,19210-12-9,Cerebral Hemorrhage,MESH:D002543,,CASP8,21.26,,17971790
Riboflavin,D012256,83-88-5,HIV Infections,MESH:D015658,,PSME4,7.1,,15308739
ML 7,C070571,109376-83-2,Pancreatic Neoplasms,MESH:D010190,,CTNNB1,15.6,,18223216
Benzene,D001554,71-43-2,Major Depressive Disorder,MESH:D003865,,ISG15,10.58,,29175309
palmatine,C005413,3486-67-7,Pre-Eclampsia,MESH:D011225,,HMOX1,3.33,,22197494
Propranolol,D011433,525-66-6,Vascular System Injuries,MESH:D057772,,HMOX1,8.61,,19234301
osthol,C046627,484-12-8,Soft Tissue Neoplasms,MESH:D012983,,BCL2,3.93,,16450387
oligomycin A,C031004,579-13-5,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3,OMIM:616437,,SQSTM1,6.38,616437,
mycothiazole,C508681,,"Mesothelioma, Malignant",MESH:D000086002,,SLC2A1,4.93,,22784439
Cadmium,D002104,7440-43-9,COVID-19,MESH:D000086382,,BTK,12.61,,32503877
Oxygen,D010100,7782-44-7,Uveitis,MESH:D014605,,ALB,2.43,,1556257
belnacasan,C520022,,"Liver Cirrhosis, Experimental",MESH:D008106,,CASP1,18.11,,25380136
Monocrotaline,D016686,315-22-0,Reperfusion Injury,MESH:D015427,,CXCL1,81.33,,16526316
Mercuric Chloride,D008627,7487-94-7,"Metabolism, Inborn Errors",MESH:D008661,,LDHB,3.2,,2334429
Oxygen,D010100,7782-44-7,Coloboma,MESH:D003103,,ACTG1,7.08,,22366783
lactacystin,C067713,133343-34-7,Acromicric dysplasia,MESH:C535662,,TGFB1,4.47,,18677313
3-(2-hydroxy-4-(2-methylnonan-2-yl)phenyl)cyclohexan-1-ol,C572491,,Peptic Ulcer,MESH:D010437,,IL1B,2.46,,19448967
triptolide,C001899,38748-32-2,Vitiligo,MESH:D014820,,TNF,9.67,,28836394
BPMC,C019276,3766-81-2,"Liver Cirrhosis, Experimental",MESH:D008106,,ACHE,3.0,,16496349
Fulvestrant,D000077267,129453-61-8,Patterned dystrophy of retinal pigment epithelium,MESH:C536309,,MAPKAPK3,6.14,617111,
Fulvestrant,D000077267,129453-61-8,Hypogonadism,MESH:D007006,,GNRH1,5.01,,20063086
Nicotine,D009538,,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4",OMIM:615007,,PDGFRB,4.5,615007,
p-Chloromercuribenzoic Acid,D020245,59-85-8,Lung Injury,MESH:D055370,,MKLN1,2.87,,38460002
Soman,D012999,96-64-0,Liver Neoplasms,MESH:D008113,,CCND1,5.51,,27064257
Glucose,D005947,50-99-7,Reperfusion Injury,MESH:D015427,,IL10,92.67,,18460982
"9,10-dihydro-9,10-dihydroxybenzo(a)pyrene",C020738,24909-09-9,Glioblastoma,MESH:D005909,,PIM1,7.17,,23724780
Rosiglitazone,D000077154,,Fibrosis,MESH:D005355,,PDGFB,23.85,,22004089
sodium arsenite,C017947,13768-07-5,Leukoencephalopathies,MESH:D056784,,DPYD,4.09,,11148247
methyl caffeate,C042405,3843-74-1,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,,IL6,13.14,,18006695
Homovanillic Acid,D006719,306-08-1,Vitamin D Deficiency,MESH:D014808,,VDR,5.33,,9525346
Furaldehyde,D005662,98-01-1,Methylmalonic acidemia,MESH:C537358,,SEPTIN2,22.2,,16823967
Trichloroethylene,D014241,79-01-6,"Liver Cirrhosis, Experimental",MESH:D008106,,NOCT,409.16,,25380136
Fluorouracil,D005472,51-21-8,"Lymphoma, Non-Hodgkin",MESH:D008228,,CASP10,9.67,605027,
3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide,C000590771,,Hypersensitivity,MESH:D006967,,IL1B,4.24,,21625544
PCI 5002,C568608,,Pneumonia,MESH:D011014,,CCL20,2.49,,21625544
"4-hydroxy-2',3',4'-5'-tetrachlorobiphenyl",C427824,67651-34-7,Carcinoma,MESH:D002277,,PGR,4.33,,15637090
benazepril,C044946,86541-75-5,Chromosome Breakage,MESH:D019457,,MYC,2.7,,25933419
Acrolein,D000171,107-02-8,Necrosis,MESH:D009336,,AIFM1,2.69,,16532269
Sodium Chloride,D012965,,Femur Head Necrosis,MESH:D005271,,TRPV4,5.43,617383,
ponatinib,C545373,,Encephalocraniocutaneous lipomatosis,MESH:C535736,,FGFR1,5.88,613001,
deoxynivalenol,C007262,51481-10-8,Adenocarcinoma of Lung,MESH:D000077192,,NOP58,90.42,,27602772
zinc chromate,C023616,13530-65-9,"Lymphoma, T-Cell, Peripheral",MESH:D016411,,IDH2,7.0,,24413734|24413737
Calcitriol,D002117,32222-06-3,"Epilepsy, Absence",MESH:D004832,,KCNK9,3.76,,15781965
fluorotelomer alcohols,C033729,,"Carcinoma, Transitional Cell",MESH:D002295,,IGFBP3,17.13,,21347663
morin,C008548,480-16-0,Pancreatitis,MESH:D010195,,INS,6.03,,17163263
pyrithione,C008704,1121-30-8,Poisoning,MESH:D011041,,GSK3B,3.23,,22975441
leptin (116-130),C410793,,"Arthritis, Juvenile",MESH:D001171,,STAT3,8.13,,19565504
Rimonabant,D000077285,158681-13-1,"Diabetes Mellitus, Type 1",MESH:D003922,,IL10,22.65,,19430480
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,,CASP8,5.62,,22010212
Methionine,D008715,63-68-3,Fatty Liver,MESH:D005234,,FGF21,31.27,,24184811
Copper Sulfate,D019327,7758-98-7,Corticosteroid-Binding Globulin Deficiency,MESH:C565152,,SERPINA6,4.12,611489,
hexabromocyclododecane,C089796,25637-99-4,Neoplasm Metastasis,MESH:D009362,,ACE,28.25,,18059164
methylarsine oxide,C080197,593-58-8,Skin Neoplasms,MESH:D012878,,PPARD,2.81,,19748995|21159610
"cis-9, trans-11-conjugated linoleic acid",C503589,,Wounds and Injuries,MESH:D014947,,TNF,3.45,,21192278
kaempferol,C006552,520-18-3,Acute Kidney Injury,MESH:D058186,,NFE2L2,39.03,,24958931
Polyethylene Glycols,D011092,,Colorectal Neoplasms,MESH:D015179,,BCL2,39.82,,18949393
Hydroxyurea,D006918,127-07-1,Neoplasm Metastasis,MESH:D009362,,NFE2L2,26.49,,32682831
KMUP 1,C439304,,Cardiotoxicity,MESH:D066126,,TNF,3.21,,29959987|32068018
"lipopolysaccharide, E coli O55-B5",C482199,,Pleural Diseases,MESH:D010995,,TGFB1,9.66,,24142982
Glyphosate,D000097797,,"Diabetes, Gestational",MESH:D016640,,LEPR,3.98,,20421132
triphenyl phosphate,C005445,115-86-6,Inflammation,MESH:D007249,,SULT2B1,9.04,,27052460
naphthalenediimide,C542131,22291-04-9,"Carcinoma, Ovarian Epithelial",MESH:D000077216,,TP53,4.26,,25535366
"Toxins, Biological",D014118,,Major Depressive Disorder,MESH:D003865,,XDH,6.07,,20471444
JP8 aviation fuel,C098607,,Amyotrophic lateral sclerosis 1,MESH:C531617,,VIM,14.34,,11796754
Superoxides,D013481,11062-77-4,"Parkinson Disease 7, Autosomal Recessive Early-Onset",MESH:C565238,,PARK7,5.78,606324,28348719
"lipopolysaccharide, E. coli O26-B6",C433788,,Multiple Organ Failure,MESH:D009102,,MMP9,12.97,,15259001
"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",C417520,,Alzheimer Disease,MESH:D000544,,DPYSL2,19.69,,19374891
"N-acetyl-S-pentachloro-1,3-butadienylcysteine",C049739,89784-39-4,Kidney Diseases,MESH:D007674,marker/mechanism,,,,3242443|3764322|3781430|9657282
pseurotin d,C000709578,,"Obstetric Labor, Premature",MESH:D007752,,IL6,4.65,,20610570|22122352
Caffeine,D002110,58-08-2,"Liver Cirrhosis, Experimental",MESH:D008106,,S100A10,114.98,,25380136
chlorpyrifos-methyl,C007031,5598-13-0,Necrosis,MESH:D009336,,AHR,2.37,,25831079
aristolochic acid I,C000228,313-67-7,"Carcinoma, Hepatocellular",MESH:D006528,,NUSAP1,136.97,,28284560
Triglycerides,D014280,,Insulin Resistance,MESH:D007333,,PRKAA2,50.52,,19934007
Ozone,D010126,10028-15-6,"Pulmonary Disease, Chronic Obstructive",MESH:D029424,,HIF1A,20.68,,26752192
Selenium,D012643,7782-49-2,Neuralgia,MESH:D009437,,CXCR4,2.11,,17292584
4-dichlorobenzene,C018511,106-46-7,Breast Neoplasms,MESH:D001943,,CYP2B1,17.6,,10811482|8640822
5-hydroxydecanoic acid,C052853,624-00-0,AIDS-related Kaposi sarcoma,MESH:C554498,,BCL2,5.49,,10861090
1-Naphthylisothiocyanate,D015058,551-06-4,Respiratory Hypersensitivity,MESH:D012130,,CLDN4,9.21,,30608172
Isotretinoin,D015474,4759-48-2,"Obstetric Labor, Premature",MESH:D007752,,IL6,3.74,,20610570|22122352
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Colonic Neoplasms,MESH:D003110,,IFNG,188.95,,10866311
gypenoside LXXV,C000719168,,"Colitis, Ulcerative",MESH:D003093,,IL1B,12.22,,12133438|15955209|20452301|22119283
Urethane,D014520,51-79-6,"Cell Transformation, Neoplastic",MESH:D002471,,AKR1C2,35.12,,19696165
Diuron,D004237,330-54-1,Hematologic Neoplasms,MESH:D019337,,HSPA5,2.52,,23777986
isoeugenol,C036643,97-54-1,Myocardial Ischemia,MESH:D017202,,TXNRD1,34.91,,16214533
Nitric Oxide,D009569,10102-43-9,Epilepsy,MESH:D004827,,CHRM1,11.74,,18333967
Calcium Carbonate,D002119,471-34-1,Acute Kidney Injury,MESH:D058186,,SPP1,22.59,,11274264|20623750
Antimycin A,D000968,642-15-9,"Carcinoma, Hepatocellular",MESH:D006528,,TACC3,182.48,,28284560
Buspirone,D002065,36505-84-7,Chemical and Drug Induced Liver Injury,MESH:D056486,,ABCC2,32.14,,18381794|18466103
plitidepsin,C098980,,"Mammary Neoplasms, Animal",MESH:D015674,,EEF1A1,4.69,,12376462
Isoproterenol,D007545,7683-59-2,Uterine Cervical Neoplasms,MESH:D002583,,HES1,18.66,,25061499
eriodictyol,C007619,552-58-9,Burns,MESH:D002056,,IL1B,27.48,,18277951
TAK 779,C119369,,Adrenoleukodystrophy,MESH:D000326,,IFNG,5.63,,16319717
Captan,D002215,133-06-2,Hypoglycemia,MESH:D007003,,SOD2,8.54,,20620209
Cholecalciferol,D002762,67-97-0,Uterine Cervical Neoplasms,MESH:D002583,,NOTCH1,23.02,,25061499
dichloridobis(3-imino-2-methoxyflavanone)ruthenium(II),C555407,,Stomach Neoplasms,MESH:D013274,,CASP8,4.46,,17450141
delta(9)-tetrahydrocannabinolic acid,C025351,23978-85-0,Diabetic Neuropathies,MESH:D003929,,TGFB1,3.93,,16696316
diferuloylputrescine,C449540,,Substance Withdrawal Syndrome,MESH:D013375,,NOS2,4.01,,19751225
"1,25-dihydroxyvitamin D",C097949,66772-14-3,Multiple Sclerosis,MESH:D009103,,IL17A,11.27,,23517930
Silver,D012834,7440-22-4,"Epilepsy, Temporal Lobe",MESH:D004833,,P2RX7,4.66,,12121326|19084381
Puromycin,D011691,53-79-2,Graves Ophthalmopathy,MESH:D049970,,PTGS2,4.34,,17614770
Vehicle Emissions,D001335,,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 18, WITH OR WITHOUT EPILEPSY",OMIM:614249,,MED23,4.13,614249,
Acetaminophen,D000082,103-90-2,Non-alcoholic Fatty Liver Disease,MESH:D065626,,ADH1A,26.54,,29718361
Methyltestosterone,D008777,58-18-4,Feminization,MESH:D005262,,ESR1,2.58,,22275727
Gefitinib,D000077156,,Polydipsia,MESH:D059606,,LEPR,4.23,,30689163
GCS-100,C505531,,Chloracne,MESH:D054506,,CYCS,4.89,,17101203
Vitamin B 12,D014805,68-19-9,Retrograde Degeneration,MESH:D012183,therapeutic,,,,38049026
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,"Diabetes Mellitus, Experimental",MESH:D003921,,SREBF1,42.82,,10900012|23090186
glaucocalyxin A,C055124,79498-31-0,Neurotoxicity Syndromes,MESH:D020258,,CASP3,2.77,,21972528
tinuvin,C016151,3896-11-5,"Neuropathy, Painful",MESH:C564945,,HMGB1,7.19,,27474498
Chloramphenicol,D002701,56-75-7,Cardiomyopathies,MESH:D009202,,FASLG,11.48,,16324756|17943461
nutlin 3,C482205,,CODAS syndrome,MESH:C536434,,LONP1,4.91,600373,
entinostat,C118739,,Breast Neoplasms,MESH:D001943,,PTGS2,95.74,,16127422|16870006|17285134|18498876|18509974
Carbenoxolone,D002229,5697-56-3,Osteochondrodysplasias,MESH:D010009,,BCL2,3.83,,17954590
tempol,C001803,2226-96-2,Osteoarthritis,MESH:D010003,,TGFB1,9.61,,30664745
difenacoum,C012903,56073-07-5,Colonic Neoplasms,MESH:D003110,,DNMT1,4.55,,19723570
Permethrin,D026023,52645-53-1,Metabolic Syndrome,MESH:D024821,,PON1,7.56,,21573798
sarpogrelate,C064294,86819-20-7,Migraine Disorders,MESH:D008881,,HTR2A,3.67,,12482207
flupirtine,C034161,56995-20-1,Soft Tissue Neoplasms,MESH:D012983,,BCL2,4.73,,16450387
Folic Acid,D005492,59-30-3,Colonic Neoplasms,MESH:D003110,,CDKN1A,58.56,,20876807
ferric nitrilotriacetate,C020326,16448-54-7,Hepatomegaly,MESH:D006529,,NFE2L2,7.79,,30026087
Cholecalciferol,D002762,67-97-0,Colorectal Neoplasms,MESH:D015179,,CYP1B1,54.53,,20878130
fenvalerate,C017690,51630-58-1,Colorectal Neoplasms,MESH:D015179,,TP53,35.89,114500,12645814|15172127|15814641|16110022|16524972|17949449|18676755|21946351
Budesonide,D019819,51333-22-3,"Diabetes Mellitus, Type 2",MESH:D003924,,INS1,23.6,,19586609
3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide,C000590771,,Ventricular Remodeling,MESH:D020257,,NFE2L2,3.77,,29353218
Cadmium Chloride,D019256,10108-64-2,Heart Diseases,MESH:D006331,,NPPB,15.34,,18004637
Microplastics,D000080545,,Hypertension,MESH:D006973,,JUN,41.21,,24039778
Fenthion,D005284,55-38-9,Hemorrhage,MESH:D006470,,PODXL,2.9,,22016802
1NMPP1 compound,C582212,,"Dyskinesia, Drug-Induced",MESH:D004409,,GAD1,7.71,,9767399
Sirolimus,D020123,,Triple Negative Breast Neoplasms,MESH:D064726,,CXCL8,12.69,,32512068
diclofensine,C031292,67165-56-4,"Arthritis, Rheumatoid",MESH:D001172,,ABCG2,5.04,,23897011
Procaine,D011343,59-46-1,Inflammation,MESH:D007249,,AKT1,6.03,,24448315|26297436
Polyethylene,D020959,9002-88-4,Colitis,MESH:D003092,,IL1B,21.56,,23810507|24548422
MT19c compound,C568376,,Colonic Neoplasms,MESH:D003110,,HSPB1,4.06,,15059925
Sorafenib,D000077157,,Hereditary pancreatitis,MESH:C537262,,PRSS1,3.87,167800,8841182
Potassium Dichromate,D011192,7778-50-9,Myocardial Ischemia,MESH:D017202,,CCL2,40.17,,16214533
bisphenol AF,C583074,,Medulloblastoma,MESH:D008527,,ESR2,11.79,,21351254
"1,3-butadiene",C031763,106-99-0,Dyslipidemias,MESH:D050171,,PML,4.99,,32929351
diacetylcurcumin,C493686,,"Liver Cirrhosis, Experimental",MESH:D008106,,FOS,10.94,,25380136
Smoke,D012906,,Neutropenia,MESH:D009503,,CSF3,6.51,,11712802|12085204|12884814|12926135|15585077|16761898|27737899|7524159|7529132|7543699|7688884|9740541|9774950
deethylatrazine,C446541,,"Epilepsy, Tonic-Clonic",MESH:D004830,,POMC,5.43,,4371370
bisphenol A diglycidyl ether,C019273,,"Liver Cirrhosis, Experimental",MESH:D008106,,CCL2,63.18,,15492853
Prednisolone,D011239,50-24-8,Gout,MESH:D006073,,IL1B,6.99,,26462562
butyraldehyde,C018475,123-72-8,Uterine Cervical Neoplasms,MESH:D002583,,VEGFA,2.43,,26432044
Retinoids,D012176,,Thyroid Neoplasms,MESH:D013964,,TERT,11.18,,25383969
Chlorpromazine,D002746,50-53-3,"Hypertrophy, Left Ventricular",MESH:D017379,,AHR,2.97,,14644620|31016362
morin,C008548,480-16-0,Ventricular Remodeling,MESH:D020257,,AKT1,14.78,,39477182
Vehicle Emissions,D001335,,"Diabetes Mellitus, Type 2",MESH:D003924,,PROX1,41.55,,20081858
di-n-butylphosphoric acid,C065087,107-66-4,"Liver Cirrhosis, Experimental",MESH:D008106,,PLA2G12A,143.59,,25380136
biochanin A,C004541,491-80-5,Diabetic Nephropathies,MESH:D003928,,ALB,11.73,,16380483
beta-Naphthoflavone,D019324,6051-87-2,"Liver Neoplasms, Experimental",MESH:D008114,,GLUL,18.71,,20118494|21147764
sodium boranocarbonate,C503854,,Fibrosis,MESH:D005355,,HMOX1,21.14,,18784349
sodium arsenite,C017947,13768-07-5,Breast Neoplasms,MESH:D001943,,NISCH,164.66,,29912916
catalase-polyethylene glycol,C070295,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,,IL10,14.45,,20471133
Benzene,D001554,71-43-2,"Dermatitis, Atopic",MESH:D003876,,IL10,10.12,,18249437
Rotenone,D012402,83-79-4,Chloracne,MESH:D054506,,SERPINB9,17.26,,17101203
beta-Naphthoflavone,D019324,6051-87-2,"Drug Metabolism, Poor, CYP2C19-Related",MESH:C563703,,CYP2C19,4.2,609535,20435227
Geraniin,C024603,60976-49-0,Colonic Neoplasms,MESH:D003110,,BCL2,24.88,,10223192|17404573|19147571
Hydroxyapatites,D006882,,Colonic Neoplasms,MESH:D003110,,TNF,6.33,,12842827|19028472
Mitomycin,D016685,50-07-7,Myocardial Ischemia,MESH:D017202,,MAPK14,21.68,,16214533
Ethanol,D000431,64-17-5,"Arthritis, Gouty",MESH:D015210,,POMC,3.01,,8035395
"5-(dimethylamino)-N-(3,4-dimethyl-5-isoxazolyl)-1-naphthalenesulfonamide",C085754,153042-42-3,"Ventricular Dysfunction, Left",MESH:D018487,,SOD2,3.91,,19293248
Leukotriene C4,D017997,72025-60-6,Neoplasm Invasiveness,MESH:D009361,,EGFR,34.66,,18844224|23867902
bisphenol F,C000611646,,Anuria,MESH:D001002,,PLAU,4.96,,8225663
Allopurinol,D000493,315-30-0,"Diabetes Mellitus, Experimental",MESH:D003921,,PPARA,79.45,,12967931|14563825|23090186
"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",C117776,,Stomach Neoplasms,MESH:D013274,,TP53,11.12,,22484628|24816253
